policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,2011,2012,latitude,longitude,line,construction
627591,FL,COLUMBIA COUNTY,6300,6300,6300,6300,6300,9566.42,29.919149,-82.639236,Residential,Wood
663563,FL,COLUMBIA COUNTY,1248407.1,1248407.1,0,0,1248407.1,1417531.31,29.9301,-82.7088,Residential,Masonry
108959,FL,COLUMBIA COUNTY,0,114170.34,0,0,114170.34,136068.22,30.041415,-82.70641,Residential,Wood
951069,FL,COLUMBIA COUNTY,0,498344.66,0,0,498344.66,434656.21,29.92143,-82.71411,Residential,Masonry
490641,FL,BAKER COUNTY,0,910.22,0,0,910.22,1346.55,30.265605,-82.16215,Residential,Wood
443968,FL,BAKER COUNTY,0,3195.34,0,0,3195.34,4551.39,30.27125,-82.160875,Residential,Wood
433688,FL,CLAY COUNTY,0,172157.99,0,0,172157.99,171582.99,29.980408,-81.658165,Residential,Wood
168578,FL,CLAY COUNTY,945000,945000,945000,945000,945000,750524.67,30.0517,-81.82975,Residential,Masonry
294375,FL,CLAY COUNTY,76500,76500,76500,76500,76500,121368.78,30.0517,-81.82975,Residential,Wood
902110,FL,CLAY COUNTY,76500,76500,76500,76500,76500,94517.28,30.0517,-81.82975,Residential,Wood
279816,FL,CLAY COUNTY,431726.4,431726.4,0,0,431726.4,640896.11,29.98839,-81.70777,Residential,Masonry
994565,FL,CLAY COUNTY,0,11767.98,0,0,11767.98,14137.95,29.9826,-81.7238,Residential,Wood
930535,FL,CLAY COUNTY,0,15981.99,0,0,15981.99,25400.89,29.9826,-81.7238,Residential,Wood
844642,FL,CLAY COUNTY,0,35302.09,0,0,35302.09,47059.67,29.9826,-81.7238,Residential,Wood
292887,FL,CLAY COUNTY,0,26396.15,0,0,26396.15,28938.78,29.9826,-81.7238,Residential,Wood
655128,FL,CLAY COUNTY,0,7536.5,0,0,7536.5,10216,29.9826,-81.7238,Residential,Wood
164038,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,16695.56,29.9826,-81.7238,Residential,Wood
163057,FL,CLAY COUNTY,0,29410.75,0,0,29410.75,25890.52,29.9826,-81.7238,Residential,Wood
327730,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,11239.53,29.9826,-81.7238,Residential,Wood
218187,FL,CLAY COUNTY,0,25780.36,0,0,25780.36,35155,29.9826,-81.7238,Residential,Wood
697530,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,16990.72,29.9826,-81.7238,Residential,Wood
619053,FL,CLAY COUNTY,0,15992.1,0,0,15992.1,23431.62,29.9826,-81.7238,Residential,Wood
431406,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,7026.15,29.9826,-81.7238,Residential,Wood
256801,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,22117.33,29.9826,-81.7238,Residential,Wood
571398,FL,CLAY COUNTY,0,304842.43,0,0,304842.43,250185.41,29.9826,-81.7238,Residential,Wood
239669,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,13200.19,29.9826,-81.7238,Residential,Wood
530369,FL,CLAY COUNTY,0,48252.01,0,0,48252.01,36139.79,29.9826,-81.7238,Residential,Wood
948187,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,13926.22,29.9826,-81.7238,Residential,Wood
571059,FL,CLAY COUNTY,0,9190.86,0,0,9190.86,14678.43,29.9826,-81.7238,Residential,Wood
470539,FL,CLAY COUNTY,0,68931.45,0,0,68931.45,85159.98,29.993125,-81.67742,Residential,Wood
791046,FL,CLAY COUNTY,0,68931.45,0,0,68931.45,99578.92,29.993125,-81.67742,Residential,Wood
563971,FL,CLAY COUNTY,0,27572.58,0,0,27572.58,30033.98,29.993125,-81.67742,Residential,Wood
823903,FL,CLAY COUNTY,0,13786.29,0,0,13786.29,22316.42,29.993125,-81.67742,Residential,Wood
812504,FL,CLAY COUNTY,0,9190.86,0,0,9190.86,10540.08,29.9826,-81.7238,Residential,Wood
597719,FL,CLAY COUNTY,0,102937.63,0,0,102937.63,94857.02,29.995916,-81.689049,Residential,Wood
716513,FL,CLAY COUNTY,0,19605.94,0,0,19605.94,18479.62,30.004622,-81.683899,Residential,Wood
378286,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,16161.17,29.9826,-81.7238,Residential,Wood
698982,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,12391.68,29.9826,-81.7238,Residential,Wood
624550,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,13533.17,29.9826,-81.7238,Residential,Wood
666076,FL,CLAY COUNTY,0,11764.3,0,0,11764.3,11058.82,29.9826,-81.7238,Residential,Wood
474145,FL,CLAY COUNTY,0,7619.22,0,0,7619.22,6304.92,29.9826,-81.7238,Residential,Wood
572929,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,18039.84,29.9826,-81.7238,Residential,Wood
640205,FL,CLAY COUNTY,0,6433.6,0,0,6433.6,8588.09,29.9826,-81.7238,Residential,Wood
295930,FL,CLAY COUNTY,0,6617.42,0,0,6617.42,5824.75,30.0156,-81.70065,Residential,Wood
823004,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,9970.77,29.9826,-81.7238,Residential,Wood
230536,FL,CLAY COUNTY,0,8712.94,0,0,8712.94,10813.94,30.004385,-81.683762,Residential,Wood
936142,FL,CLAY COUNTY,0,301000.66,0,0,301000.66,321265.52,30.00421,-81.684,Residential,Wood
724639,FL,CLAY COUNTY,0,57442.87,0,0,57442.87,86664.06,29.9826,-81.7238,Residential,Wood
119986,FL,CLAY COUNTY,0,18381.72,0,0,18381.72,15298.37,29.9826,-81.7238,Residential,Wood
603370,FL,CLAY COUNTY,0,3032.98,0,0,3032.98,4916.61,29.9826,-81.7238,Residential,Wood
532496,FL,CLAY COUNTY,0,3032.98,0,0,3032.98,4227.37,29.9826,-81.7238,Residential,Wood
786954,FL,CLAY COUNTY,0,9007.04,0,0,9007.04,7864.77,30.00169,-81.71087,Residential,Wood
416348,FL,CLAY COUNTY,0,18381.72,0,0,18381.72,27063.92,29.9826,-81.7238,Residential,Wood
506364,FL,CLAY COUNTY,0,652150.86,0,0,652150.86,614169.6,30.006186,-81.698914,Residential,Masonry
311994,FL,CLAY COUNTY,0,75824.59,0,0,75824.59,85602.93,30.006186,-81.698914,Residential,Wood
807442,FL,CLAY COUNTY,0,91908.6,0,0,91908.6,94516.04,30.006186,-81.698914,Residential,Wood
235695,FL,CLAY COUNTY,0,45954.3,0,0,45954.3,41626.05,30.006186,-81.698914,Residential,Wood
481294,FL,CLAY COUNTY,0,64336.02,0,0,64336.02,69354.23,30.006186,-81.698914,Residential,Wood
292670,FL,CLAY COUNTY,0,234366.92,0,0,234366.92,184597.7,30.006186,-81.698914,Residential,Wood
127739,FL,CLAY COUNTY,0,13786.29,0,0,13786.29,17192.67,30.006186,-81.698914,Residential,Wood
869056,FL,CLAY COUNTY,0,22977.15,0,0,22977.15,22060.5,29.9994,-81.71524,Residential,Wood
514471,FL,CLAY COUNTY,0,18381.72,0,0,18381.72,27269.28,29.9826,-81.7238,Residential,Wood
903764,FL,CLAY COUNTY,0,91908.6,0,0,91908.6,130879.31,29.99534,-81.684074,Residential,Wood
192068,FL,CLAY COUNTY,0,43840.4,0,0,43840.4,39041.19,29.98799,-81.69477,Residential,Wood
109815,FL,CLAY COUNTY,0,38601.61,0,0,38601.61,63272.13,30.00593,-81.698545,Residential,Wood
495339,FL,CLAY COUNTY,0,413588.69,0,0,413588.69,420116.77,29.98272,-81.676795,Residential,Masonry
752123,FL,CLAY COUNTY,0,13786.29,0,0,13786.29,18320.32,29.9826,-81.7238,Residential,Wood
412775,FL,CLAY COUNTY,0,22977.15,0,0,22977.15,28403.71,30.00228,-81.699965,Residential,Wood
249958,FL,CLAY COUNTY,0,25274.86,0,0,25274.86,38878,29.96809,-81.65459,Residential,Wood
754919,FL,CLAY COUNTY,0,27572.58,0,0,27572.58,24486.1,29.989515,-81.687235,Residential,Wood
829637,FL,CLAY COUNTY,0,137862.9,0,0,137862.9,127544.55,29.989515,-81.687235,Residential,Wood
931429,FL,CLAY COUNTY,0,91908.6,0,0,91908.6,97127.17,29.989515,-81.687235,Residential,Wood
565451,FL,CLAY COUNTY,0,22977.15,0,0,22977.15,31074.07,30.00414,-81.700315,Residential,Wood
722334,FL,CLAY COUNTY,0,27572.58,0,0,27572.58,36234.34,30.00421,-81.684,Residential,Wood
630898,FL,CLAY COUNTY,0,77254.74,0,0,77254.74,114400.37,29.9817,-81.81295,Residential,Wood
166536,FL,CLAY COUNTY,0,212887.5,0,0,212887.5,184477.66,29.9817,-81.81295,Residential,Wood
469135,FL,CLAY COUNTY,0,653122.95,0,0,653122.95,1049829.83,29.98782,-81.69136,Residential,Masonry
678786,FL,CLAY COUNTY,0,635702.59,0,0,635702.59,803088.17,30.031706,-81.708595,Residential,Masonry
284473,FL,CLAY COUNTY,0,781465.69,0,0,781465.69,1174149.07,29.839308,-81.661644,Residential,Masonry
499389,FL,CLAY COUNTY,0,638884.47,0,0,638884.47,926230.42,29.986181,-81.695091,Residential,Masonry
541241,FL,CLAY COUNTY,0,1939500,0,1939500,1939500,3345521.13,29.98,-81.69609,Commercial,Reinforced Masonry
797586,FL,CLAY COUNTY,0,6760449.39,0,0,6760449.39,6739694.81,29.99665,-81.68111,Commercial,Reinforced Masonry
812823,FL,CLAY COUNTY,162366.3,162366.3,162366.3,162366.3,162366.3,168942.46,30.026604,-81.70697,Residential,Wood
598244,FL,CLAY COUNTY,0,648862.42,0,0,648862.42,981993.57,29.981771,-81.675621,Residential,Masonry
788363,FL,CLAY COUNTY,0,240578.59,0,0,240578.59,192335.37,29.997179,-81.736023,Residential,Wood
737787,FL,CLAY COUNTY,0,13467.17,0,0,13467.17,14335.1,30.005896,-81.730293,Residential,Wood
445518,FL,CLAY COUNTY,0,19639.62,0,0,19639.62,24001.58,29.892822,-81.670074,Residential,Wood
758347,FL,CLAY COUNTY,0,604316.67,0,0,604316.67,622958.63,29.983204,-81.755379,Residential,Masonry
195133,FL,CLAY COUNTY,0,171459.48,0,0,171459.48,160656.16,29.983204,-81.755379,Residential,Wood
991548,FL,CLAY COUNTY,0,822091.98,0,0,822091.98,885491.72,29.99319,-81.68175,Residential,Masonry
696936,FL,CLAY COUNTY,0,85444.69,0,0,85444.69,124562.37,30.00093,-81.679455,Residential,Wood
393176,FL,CLAY COUNTY,0,26934.33,0,0,26934.33,34616.01,30.00135,-81.742455,Residential,Wood
626647,FL,CLAY COUNTY,0,162728.27,0,0,162728.27,266906.9,30.00135,-81.742455,Residential,Wood
915781,FL,CLAY COUNTY,0,589356.89,0,0,589356.89,472322.4,30.00135,-81.742455,Residential,Masonry
827852,FL,CLAY COUNTY,0,13657.95,0,0,13657.95,19860.19,30.00135,-81.742455,Residential,Wood
800420,FL,CLAY COUNTY,0,64726.57,0,0,64726.57,71551.34,29.983204,-81.755379,Residential,Wood
728346,FL,CLAY COUNTY,0,2603338.04,0,0,2603338.04,3496699.52,29.983204,-81.755379,Commercial,Reinforced Masonry
928642,FL,CLAY COUNTY,0,67335.83,0,0,67335.83,69182.52,29.983204,-81.755379,Residential,Wood
442061,FL,CLAY COUNTY,0,22445.28,0,0,22445.28,24191.61,29.983204,-81.755379,Residential,Wood
810826,FL,CLAY COUNTY,0,31984.52,0,0,31984.52,52870.8,29.983204,-81.755379,Residential,Wood
336798,FL,CLAY COUNTY,0,44890.56,0,0,44890.56,60419.64,29.983204,-81.755379,Residential,Wood
830917,FL,CLAY COUNTY,0,15341.35,0,0,15341.35,20025.98,29.983204,-81.755379,Residential,Wood
984232,FL,CLAY COUNTY,0,1748172.94,0,0,1748172.94,2274163.21,29.99146,-81.67947,Residential,Masonry
203667,FL,CLAY COUNTY,0,212051.77,0,0,212051.77,205713.96,30.024078,-81.714539,Residential,Wood
395084,FL,CLAY COUNTY,0,238222.96,0,0,238222.96,347967.51,30.024078,-81.714539,Residential,Wood
869242,FL,CLAY COUNTY,0,174354.92,0,0,174354.92,187374.87,30.024033,-81.714836,Residential,Wood
704537,FL,CLAY COUNTY,0,29086.84,0,0,29086.84,39703.53,29.9826,-81.7238,Residential,Wood
692691,FL,CLAY COUNTY,0,49883.51,0,0,49883.51,54682.3,29.99501,-81.69407,Residential,Wood
580758,FL,CLAY COUNTY,0,33850.85,0,0,33850.85,47324.63,30.046192,-81.795082,Residential,Wood
515486,FL,CLAY COUNTY,0,14204.49,0,0,14204.49,21284.3,30.046192,-81.795082,Residential,Wood
884079,FL,CLAY COUNTY,0,60112.94,0,0,60112.94,67485.56,30.046192,-81.795082,Residential,Wood
491095,FL,CLAY COUNTY,0,776595.4,0,0,776595.4,788694.76,29.9826,-81.7238,Residential,Masonry
579764,FL,CLAY COUNTY,0,88434.4,0,0,88434.4,110143.27,29.9826,-81.7238,Residential,Wood
263177,FL,CLAY COUNTY,0,61724.52,0,0,61724.52,50970.62,29.992,-81.68678,Residential,Wood
710739,FL,CLAY COUNTY,0,33667.92,0,0,33667.92,45290.08,29.99327,-81.724515,Residential,Wood
156129,FL,CLAY COUNTY,0,64275.42,0,0,64275.42,80342.73,29.992,-81.68678,Residential,Wood
178800,FL,BRADFORD COUNTY,216363.6,216363.6,0,0,216363.6,347251.89,29.869762,-82.202431,Residential,Wood
406073,FL,BRADFORD COUNTY,0,106317.27,0,0,106317.27,105384.87,29.86261,-82.135475,Residential,Wood
450089,FL,BRADFORD COUNTY,0,170207.57,0,0,170207.57,148194.97,29.864408,-82.135536,Residential,Wood
894206,FL,NASSAU COUNTY,189999.9,189999.9,0,0,189999.9,291171.43,30.687055,-81.9198,Residential,Wood
472007,FL,NASSAU COUNTY,635996.7,635996.7,0,0,635996.7,1010881.77,30.7595,-81.9576,Residential,Masonry
500287,FL,NASSAU COUNTY,1729530,1729530,0,0,1729530,2062651.31,30.69844,-81.908635,Residential,Masonry
365732,FL,NASSAU COUNTY,0,110218.53,0,0,110218.53,114569.52,30.690071,-81.919342,Residential,Wood
365145,FL,NASSAU COUNTY,0,123995.38,0,0,123995.38,142594.69,30.690071,-81.919342,Residential,Wood
237841,FL,NASSAU COUNTY,0,13777.78,0,0,13777.78,22931.74,30.690071,-81.919342,Residential,Wood
497561,FL,NASSAU COUNTY,0,38954.52,0,0,38954.52,30813.03,30.692579,-81.923798,Residential,Wood
245837,FL,NASSAU COUNTY,0,428020.45,0,0,428020.45,590955.85,30.692579,-81.923798,Residential,Masonry
732075,FL,NASSAU COUNTY,0,38954.52,0,0,38954.52,44390.39,30.687847,-81.928619,Residential,Wood
657625,FL,NASSAU COUNTY,0,3505598.5,0,0,3505598.5,5610030.32,30.698156,-81.917923,Commercial,Reinforced Masonry
790556,FL,NASSAU COUNTY,0,140160.38,0,0,140160.38,195355.54,30.692579,-81.923798,Residential,Wood
207626,FL,NASSAU COUNTY,0,60397.19,0,0,60397.19,73202.3,30.68227,-82.010965,Residential,Wood
902008,FL,NASSAU COUNTY,0,1138559.14,0,0,1138559.14,1124171.17,30.68758,-81.90805,Residential,Masonry
135936,FL,HAMILTON COUNTY,0,4623.3,0,4623.3,4623.3,7055.16,30.51869,-82.95187,Residential,Wood
997759,FL,HAMILTON COUNTY,0,34212.42,0,0,34212.42,42302.97,30.51869,-82.95187,Residential,Wood
470224,FL,HAMILTON COUNTY,0,11095.92,0,0,11095.92,10246.42,30.51869,-82.95187,Residential,Wood
367761,FL,HAMILTON COUNTY,0,25899.23,0,0,25899.23,35000.32,30.505239,-82.95285,Residential,Wood
285586,FL,HAMILTON COUNTY,0,10211.17,0,0,10211.17,18829.64,30.505239,-82.95285,Residential,Wood
122164,FL,HAMILTON COUNTY,0,4084.47,0,0,4084.47,3579.34,30.496,-82.9527,Residential,Wood
152913,FL,HAMILTON COUNTY,0,26920.35,0,0,26920.35,28007.93,30.465835,-83.006185,Residential,Wood
655156,FL,HAMILTON COUNTY,0,80668.21,0,0,80668.21,70626.63,30.523375,-82.95845,Residential,Wood
989201,FL,HAMILTON COUNTY,0,70642.7,0,0,70642.7,63476.71,30.523375,-82.95845,Residential,Wood
207985,FL,HAMILTON COUNTY,0,263169.6,0,0,263169.6,368477.97,30.52085,-82.950535,Residential,Wood
732449,FL,HAMILTON COUNTY,0,15873.72,0,0,15873.72,12857.71,30.51929,-82.94598,Residential,Wood
665653,FL,HAMILTON COUNTY,0,246924.56,0,0,246924.56,419574.22,30.519608,-82.954086,Residential,Wood
939634,FL,HAMILTON COUNTY,0,942304.98,0,0,942304.98,1133298.89,30.496,-82.9527,Residential,Masonry
981796,FL,HAMILTON COUNTY,0,12996.03,0,0,12996.03,17111.87,30.52296,-82.955515,Residential,Wood
269573,FL,HAMILTON COUNTY,0,42886.9,0,0,42886.9,66233.75,30.496,-82.9527,Residential,Wood
602123,FL,HAMILTON COUNTY,0,2784.86,0,0,2784.86,4613.35,30.496,-82.9527,Residential,Wood
336717,FL,HAMILTON COUNTY,0,105764.12,0,0,105764.12,116617.63,30.518326,-82.948914,Residential,Wood
238449,FL,HAMILTON COUNTY,0,18419.71,0,0,18419.71,26153.37,30.496,-82.9527,Residential,Wood
530357,FL,HAMILTON COUNTY,0,36836.28,0,0,36836.28,38632.56,30.52904,-82.960715,Residential,Wood
896911,FL,HAMILTON COUNTY,0,214534.66,0,0,214534.66,252790.47,30.496,-82.9527,Residential,Wood
391646,FL,HAMILTON COUNTY,0,44199.98,0,0,44199.98,54449.07,30.496,-82.9527,Residential,Wood
710345,FL,HAMILTON COUNTY,0,51130.14,0,0,51130.14,53139.05,30.496,-82.9527,Residential,Wood
944525,FL,HAMILTON COUNTY,194537.7,194537.7,0,0,194537.7,156395.86,30.5696,-83.1456,Residential,Wood
800878,FL,HAMILTON COUNTY,0,28776.92,0,0,28776.92,32189.87,30.599605,-83.236685,Residential,Wood
866106,FL,HAMILTON COUNTY,0,151310.92,0,0,151310.92,158091.16,30.58925,-83.09455,Residential,Wood
204794,FL,HAMILTON COUNTY,0,179562.23,0,0,179562.23,147384.67,30.5696,-83.1456,Residential,Wood
849458,FL,HAMILTON COUNTY,0,16833.96,0,0,16833.96,19110.92,30.5696,-83.1456,Residential,Wood
806471,FL,HAMILTON COUNTY,0,24914.26,0,0,24914.26,33937.58,30.5696,-83.1456,Residential,Wood
464589,FL,HAMILTON COUNTY,0,169461.85,0,0,169461.85,242525.33,30.603361,-83.09906,Residential,Wood
591943,FL,UNION COUNTY,407520,407520,407520,407520,407520,652935.06,30.02339,-82.3414,Residential,Masonry
973133,FL,UNION COUNTY,137160,137160,137160,137160,137160,235651.85,30.02339,-82.3414,Residential,Wood
743965,FL,UNION COUNTY,123300,123300,123300,123300,123300,117740.65,30.02756,-82.33126,Residential,Wood
528185,FL,UNION COUNTY,0,37823.84,0,0,37823.84,66198.38,29.934589,-82.409576,Residential,Wood
219113,FL,UNION COUNTY,0,181487.52,0,0,181487.52,272492.62,30.024082,-82.338158,Residential,Wood
376803,FL,UNION COUNTY,0,948148.79,0,0,948148.79,1344182.96,30.017946,-82.344803,Residential,Masonry
233559,FL,COLUMBIA COUNTY,585000,585000,585000,585000,585000,516026.16,30.19826,-82.63482,Residential,Masonry
579117,FL,COLUMBIA COUNTY,82620,82620,82620,82620,82620,67513.1,30.2598,-82.6422,Residential,Wood
517674,FL,COLUMBIA COUNTY,0,61027.56,0,0,61027.56,66963.34,30.18928,-82.62603,Residential,Wood
980808,FL,COLUMBIA COUNTY,0,22500,0,22500,22500,15583.05,30.189347,-82.631552,Residential,Wood
143584,FL,COLUMBIA COUNTY,874801.8,874801.8,0,0,874801.8,1488037.86,30.179675,-82.67663,Residential,Masonry
489643,FL,COLUMBIA COUNTY,504230.4,504230.4,0,0,504230.4,381198.18,30.367133,-82.629161,Residential,Masonry
986109,FL,COLUMBIA COUNTY,0,67591.02,0,0,67591.02,107281.96,30.2598,-82.6422,Residential,Wood
654640,FL,COLUMBIA COUNTY,0,135763.24,0,0,135763.24,123495.13,30.191295,-82.64519,Residential,Wood
700895,FL,COLUMBIA COUNTY,702820.8,702820.8,702820.8,702820.8,702820.8,800541,30.183475,-82.68749,Residential,Masonry
407962,FL,COLUMBIA COUNTY,0,129600000,0,0,129600000,120600000,30.232008,-82.638557,Commercial,Steel Frame
494610,FL,COLUMBIA COUNTY,0,67892.48,0,0,67892.48,51746.63,30.174957,-82.662956,Residential,Wood
744305,FL,COLUMBIA COUNTY,0,67892.48,0,0,67892.48,95471.01,30.20295,-82.63428,Residential,Wood
512991,FL,COLUMBIA COUNTY,0,102221.41,0,0,102221.41,123969.01,30.20298,-82.63389,Residential,Wood
507789,FL,COLUMBIA COUNTY,0,105926,0,0,105926,149616.24,30.174339,-82.662567,Residential,Wood
186262,FL,COLUMBIA COUNTY,0,4542119.64,0,0,4542119.64,4765537.43,30.194994,-82.638016,Commercial,Reinforced Masonry
978388,FL,COLUMBIA COUNTY,0,191242.75,0,0,191242.75,275087.39,30.19006,-82.60341,Residential,Wood
784347,FL,COLUMBIA COUNTY,0,921352.86,0,0,921352.86,1031325.54,30.201794,-82.661995,Residential,Masonry
679408,FL,COLUMBIA COUNTY,0,35322.13,0,0,35322.13,51938.8,30.218323,-82.645874,Residential,Wood
306619,FL,COLUMBIA COUNTY,0,108562.2,0,0,108562.2,128945.84,30.218323,-82.645874,Residential,Wood
457004,FL,COLUMBIA COUNTY,0,26195.88,0,0,26195.88,31749.41,30.218323,-82.645874,Residential,Wood
329255,FL,COLUMBIA COUNTY,0,101204.64,0,0,101204.64,159306.22,30.25387,-82.70283,Residential,Wood
900892,FL,COLUMBIA COUNTY,0,16160.6,0,0,16160.6,12760.09,30.25387,-82.70283,Residential,Wood
633241,FL,COLUMBIA COUNTY,0,22781.96,0,0,22781.96,31753.49,30.25387,-82.70283,Residential,Wood
502372,FL,COLUMBIA COUNTY,0,114298.09,0,0,114298.09,87129.43,30.27805,-82.69878,Residential,Wood
719075,FL,COLUMBIA COUNTY,0,315302.29,0,0,315302.29,370039.71,30.186512,-82.695274,Residential,Wood
920786,FL,COLUMBIA COUNTY,0,109954.93,0,0,109954.93,131220.21,30.2598,-82.6422,Residential,Wood
232605,FL,COLUMBIA COUNTY,0,180630.62,0,0,180630.62,222258.75,30.160645,-82.708005,Residential,Wood
601984,FL,COLUMBIA COUNTY,0,124374.9,0,0,124374.9,178903.34,30.2598,-82.6422,Residential,Wood
459878,FL,COLUMBIA COUNTY,0,134464.05,0,0,134464.05,189045.7,30.201059,-82.635643,Residential,Wood
565530,FL,COLUMBIA COUNTY,0,496159.61,0,0,496159.61,489018.88,30.201059,-82.635643,Residential,Masonry
202651,FL,COLUMBIA COUNTY,0,2311064.6,0,0,2311064.6,2670204.04,30.201059,-82.635643,Commercial,Reinforced Masonry
909104,FL,COLUMBIA COUNTY,0,72279,0,72279,72279,123617.33,30.2988,-82.6063,Residential,Wood
872719,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,22455.91,30.189365,-82.63753,Residential,Wood
997611,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,21121.61,30.19182,-82.6585,Residential,Wood
519606,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,26327.41,30.197075,-82.63814,Residential,Wood
624248,FL,COLUMBIA COUNTY,0,396814.48,0,0,396814.48,433692.83,30.11852,-82.68968,Residential,Masonry
783767,FL,COLUMBIA COUNTY,0,167668.04,0,0,167668.04,255938.56,30.189645,-82.63638,Residential,Wood
285479,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,12877.19,30.201195,-82.7174,Residential,Wood
424793,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,20170.81,30.183145,-82.636545,Residential,Wood
256213,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,24969.08,30.1799,-82.66905,Residential,Wood
155199,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,27389.44,30.188485,-82.6921,Residential,Wood
830871,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,23608.18,30.2988,-82.6063,Residential,Wood
757768,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,14548.41,30.17262,-82.66527,Residential,Wood
176583,FL,COLUMBIA COUNTY,0,344852.16,0,0,344852.16,433818.5,30.2988,-82.6063,Residential,Wood
678864,FL,COLUMBIA COUNTY,0,68970.43,0,0,68970.43,96002.7,30.2988,-82.6063,Residential,Wood
854000,FL,COLUMBIA COUNTY,0,91960.58,0,0,91960.58,80292.62,30.18948,-82.61728,Residential,Wood
631978,FL,COLUMBIA COUNTY,0,25748.96,0,0,25748.96,36460.53,30.2988,-82.6063,Residential,Wood
967058,FL,COLUMBIA COUNTY,0,25105.24,0,0,25105.24,30475.72,30.2988,-82.6063,Residential,Wood
878374,FL,COLUMBIA COUNTY,0,38623.44,0,0,38623.44,60957.06,30.2988,-82.6063,Residential,Wood
113053,FL,COLUMBIA COUNTY,0,9196.06,0,0,9196.06,7797.29,30.18883,-82.62323,Residential,Wood
288738,FL,COLUMBIA COUNTY,0,9196.06,0,0,9196.06,12297.35,30.195425,-82.636865,Residential,Wood
594369,FL,COLUMBIA COUNTY,0,38623.44,0,0,38623.44,42941.54,30.2988,-82.6063,Residential,Wood
706890,FL,COLUMBIA COUNTY,0,45980.29,0,0,45980.29,63408.66,30.2988,-82.6063,Residential,Wood
536032,FL,COLUMBIA COUNTY,0,137940.86,0,0,137940.86,213321.55,30.2988,-82.6063,Residential,Wood
747825,FL,COLUMBIA COUNTY,0,27944.98,0,0,27944.98,47665.19,30.2988,-82.6063,Residential,Wood
608124,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,37227.66,30.2988,-82.6063,Residential,Wood
934739,FL,COLUMBIA COUNTY,0,89423.38,0,0,89423.38,126691.92,30.2988,-82.6063,Residential,Wood
757078,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,16711.17,30.175568,-82.588203,Residential,Wood
956518,FL,COLUMBIA COUNTY,0,12250.99,0,0,12250.99,17567.13,30.2988,-82.6063,Residential,Wood
548584,FL,COLUMBIA COUNTY,0,30686.32,0,0,30686.32,40211.36,30.2988,-82.6063,Residential,Wood
132904,FL,COLUMBIA COUNTY,0,59774.37,0,0,59774.37,50210.47,30.2988,-82.6063,Residential,Wood
111857,FL,COLUMBIA COUNTY,0,32186.2,0,0,32186.2,38484.4,30.2988,-82.6063,Residential,Wood
388383,FL,COLUMBIA COUNTY,0,11549.33,0,0,11549.33,16277.72,30.16482,-82.64361,Residential,Wood
276410,FL,BRADFORD COUNTY,2070,2070,2070,2070,2070,1875.38,30.043814,-82.075211,Residential,Wood
546756,FL,BRADFORD COUNTY,0,42481.06,0,0,42481.06,44399.5,30.045353,-82.073212,Residential,Wood
669229,FL,MADISON COUNTY,321053.4,321053.4,321053.4,321053.4,321053.4,518064.61,30.422401,-83.30024,Residential,Wood
766573,FL,MADISON COUNTY,132651,132651,132651,132651,132651,220996.57,30.416973,-83.30043,Residential,Wood
765578,FL,MADISON COUNTY,23400,23400,23400,23400,23400,18558.54,30.41388,-83.298165,Residential,Wood
166613,FL,MADISON COUNTY,0,0,0,0,5932213.89,9630000,30.3969,-83.2753,Commercial,Reinforced Masonry
883261,FL,MADISON COUNTY,977330.7,977330.7,0,0,977330.7,790445.52,30.3969,-83.2753,Residential,Masonry
842655,FL,MADISON COUNTY,0,1222262.42,0,0,1222262.42,1186037.01,30.423132,-83.306053,Residential,Masonry
248167,FL,SUWANNEE COUNTY,493833.6,493833.6,493833.6,493833.6,493833.6,694889.06,30.323061,-82.853531,Residential,Masonry
976562,FL,SUWANNEE COUNTY,305427.6,305427.6,0,0,305427.6,269112.26,30.377098,-83.173874,Residential,Wood
620457,FL,SUWANNEE COUNTY,288279,288279,0,0,288279,264045.11,30.297314,-82.96032,Residential,Wood
